areaCode,areaName,areaType,date,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage
E06000023,"Bristol, City of",utla,2021-06-11,55.1,37.5,
E06000023,"Bristol, City of",utla,2021-06-10,54.4,37.2,
E06000023,"Bristol, City of",utla,2021-06-09,53.9,36.9,
E06000023,"Bristol, City of",utla,2021-06-08,53.5,36.3,
E06000023,"Bristol, City of",utla,2021-06-07,53.2,36.0,
E06000023,"Bristol, City of",utla,2021-06-06,52.9,35.7,
E06000023,"Bristol, City of",utla,2021-06-05,52.7,35.4,
E06000023,"Bristol, City of",utla,2021-06-04,51.9,34.7,
E06000023,"Bristol, City of",utla,2021-06-03,51.6,34.1,
E06000023,"Bristol, City of",utla,2021-06-02,51.2,33.8,
E06000023,"Bristol, City of",utla,2021-06-01,50.9,33.2,
E06000023,"Bristol, City of",utla,2021-05-31,50.7,32.7,
E06000023,"Bristol, City of",utla,2021-05-30,50.4,32.6,
E06000023,"Bristol, City of",utla,2021-05-29,50.1,32.4,
E06000023,"Bristol, City of",utla,2021-05-28,49.7,31.9,
E06000023,"Bristol, City of",utla,2021-05-27,49.4,31.2,
E06000023,"Bristol, City of",utla,2021-05-26,49.0,30.6,
E06000023,"Bristol, City of",utla,2021-05-25,48.7,29.7,
E06000023,"Bristol, City of",utla,2021-05-24,48.5,29.1,
E06000023,"Bristol, City of",utla,2021-05-23,48.3,28.7,
E06000023,"Bristol, City of",utla,2021-05-22,48.1,28.6,
E06000023,"Bristol, City of",utla,2021-05-21,47.5,27.3,
E06000023,"Bristol, City of",utla,2021-05-20,47.3,26.5,
E06000023,"Bristol, City of",utla,2021-05-19,47.1,26.1,
E06000023,"Bristol, City of",utla,2021-05-18,46.7,25.4,
E06000023,"Bristol, City of",utla,2021-05-17,46.5,25.0,
E06000023,"Bristol, City of",utla,2021-05-16,46.4,24.7,
E06000023,"Bristol, City of",utla,2021-05-15,46.2,24.6,
E06000023,"Bristol, City of",utla,2021-05-14,46.0,23.8,
E06000023,"Bristol, City of",utla,2021-05-13,45.8,23.2,
E06000023,"Bristol, City of",utla,2021-05-12,45.5,22.7,
E06000023,"Bristol, City of",utla,2021-05-11,45.2,22.0,
E06000023,"Bristol, City of",utla,2021-05-10,45.0,21.7,
E06000023,"Bristol, City of",utla,2021-05-09,44.8,21.6,
E06000023,"Bristol, City of",utla,2021-05-08,44.7,21.5,
E06000023,"Bristol, City of",utla,2021-05-07,43.7,20.7,
E06000023,"Bristol, City of",utla,2021-05-06,43.6,20.3,
E06000023,"Bristol, City of",utla,2021-05-05,43.4,20.0,
E06000023,"Bristol, City of",utla,2021-05-04,43.1,19.4,
E06000023,"Bristol, City of",utla,2021-05-03,43.0,19.1,
E06000023,"Bristol, City of",utla,2021-05-02,42.9,19.0,
E06000023,"Bristol, City of",utla,2021-05-01,42.8,18.9,
E06000023,"Bristol, City of",utla,2021-04-30,42.6,18.3,
E06000023,"Bristol, City of",utla,2021-04-29,42.4,17.9,
E06000023,"Bristol, City of",utla,2021-04-28,42.2,17.5,
E06000023,"Bristol, City of",utla,2021-04-27,42.1,16.8,
E06000023,"Bristol, City of",utla,2021-04-26,41.8,16.5,
E06000023,"Bristol, City of",utla,2021-04-25,41.7,16.2,
E06000023,"Bristol, City of",utla,2021-04-24,41.7,16.1,
E06000023,"Bristol, City of",utla,2021-04-23,41.5,15.0,
E06000023,"Bristol, City of",utla,2021-04-22,41.4,14.5,
E06000023,"Bristol, City of",utla,2021-04-21,41.3,14.1,
E06000023,"Bristol, City of",utla,2021-04-20,41.2,13.5,
E06000023,"Bristol, City of",utla,2021-04-19,41.1,13.3,
E06000023,"Bristol, City of",utla,2021-04-18,41.0,13.1,
E06000023,"Bristol, City of",utla,2021-04-17,41.0,13.0,
E06000023,"Bristol, City of",utla,2021-04-16,40.8,12.0,
E06000023,"Bristol, City of",utla,2021-04-15,40.7,11.3,
E06000023,"Bristol, City of",utla,2021-04-14,40.7,11.0,
E06000023,"Bristol, City of",utla,2021-04-13,40.6,10.5,
E06000023,"Bristol, City of",utla,2021-04-12,40.6,10.3,
E06000023,"Bristol, City of",utla,2021-04-11,40.6,10.0,
E06000023,"Bristol, City of",utla,2021-04-10,40.6,9.8,
E06000023,"Bristol, City of",utla,2021-04-09,40.4,9.1,
E06000023,"Bristol, City of",utla,2021-04-08,40.4,8.4,
E06000023,"Bristol, City of",utla,2021-04-07,40.3,7.9,
E06000023,"Bristol, City of",utla,2021-04-06,40.2,7.3,
E06000023,"Bristol, City of",utla,2021-04-05,40.1,7.1,
E06000023,"Bristol, City of",utla,2021-04-04,40.1,7.0,
E06000023,"Bristol, City of",utla,2021-04-03,40.1,6.9,
E06000023,"Bristol, City of",utla,2021-04-02,40.0,6.6,
E06000023,"Bristol, City of",utla,2021-04-01,39.9,6.2,
E06000023,"Bristol, City of",utla,2021-03-31,39.8,5.8,
E06000023,"Bristol, City of",utla,2021-03-30,39.5,5.4,
E06000023,"Bristol, City of",utla,2021-03-29,39.4,5.2,
E06000023,"Bristol, City of",utla,2021-03-28,39.2,5.0,
E06000023,"Bristol, City of",utla,2021-03-27,39.1,4.9,
E06000023,"Bristol, City of",utla,2021-03-26,38.6,4.3,
E06000023,"Bristol, City of",utla,2021-03-25,38.2,3.8,
E06000023,"Bristol, City of",utla,2021-03-24,37.7,3.5,
E06000023,"Bristol, City of",utla,2021-03-23,37.1,3.3,
E06000023,"Bristol, City of",utla,2021-03-22,36.7,3.2,
E06000023,"Bristol, City of",utla,2021-03-21,36.2,3.1,
E06000023,"Bristol, City of",utla,2021-03-20,35.9,3.0,
E06000023,"Bristol, City of",utla,2021-03-19,34.5,2.9,
E06000023,"Bristol, City of",utla,2021-03-18,33.3,2.7,
E06000023,"Bristol, City of",utla,2021-03-17,32.7,2.7,
E06000023,"Bristol, City of",utla,2021-03-16,32.0,2.6,
E06000023,"Bristol, City of",utla,2021-03-15,31.4,2.5,
E06000023,"Bristol, City of",utla,2021-03-14,31.0,2.4,
E06000023,"Bristol, City of",utla,2021-03-13,30.7,2.3,
