areaCode,areaName,areaType,date,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage
E08000025,Birmingham,utla,2021-06-01,47.5,31.1,
E08000025,Birmingham,utla,2021-05-31,47.3,30.8,
E08000025,Birmingham,utla,2021-05-30,47.2,30.6,
E08000025,Birmingham,utla,2021-05-29,47.1,30.4,
E08000025,Birmingham,utla,2021-05-28,46.8,29.7,
E08000025,Birmingham,utla,2021-05-27,46.4,29.1,
E08000025,Birmingham,utla,2021-05-26,46.1,28.5,
E08000025,Birmingham,utla,2021-05-25,45.8,28.0,
E08000025,Birmingham,utla,2021-05-24,45.6,27.6,
E08000025,Birmingham,utla,2021-05-23,45.5,27.3,
E08000025,Birmingham,utla,2021-05-22,45.3,26.9,
E08000025,Birmingham,utla,2021-05-21,45.0,25.9,
E08000025,Birmingham,utla,2021-05-20,44.7,25.3,
E08000025,Birmingham,utla,2021-05-19,44.3,24.8,
E08000025,Birmingham,utla,2021-05-18,44.0,24.4,
E08000025,Birmingham,utla,2021-05-17,43.8,24.1,
E08000025,Birmingham,utla,2021-05-16,43.7,23.9,
E08000025,Birmingham,utla,2021-05-15,43.7,23.6,
E08000025,Birmingham,utla,2021-05-14,43.6,23.1,
E08000025,Birmingham,utla,2021-05-13,43.3,22.4,
E08000025,Birmingham,utla,2021-05-12,43.1,21.6,
E08000025,Birmingham,utla,2021-05-11,43.0,21.0,
E08000025,Birmingham,utla,2021-05-10,43.0,20.6,
E08000025,Birmingham,utla,2021-05-09,42.9,20.4,
E08000025,Birmingham,utla,2021-05-08,42.8,20.1,
E08000025,Birmingham,utla,2021-05-07,42.7,19.5,
E08000025,Birmingham,utla,2021-05-06,42.5,18.9,
E08000025,Birmingham,utla,2021-05-05,42.4,18.1,
E08000025,Birmingham,utla,2021-05-04,42.3,17.7,
E08000025,Birmingham,utla,2021-05-03,42.1,17.4,
E08000025,Birmingham,utla,2021-05-02,42.1,17.2,
E08000025,Birmingham,utla,2021-05-01,42.0,17.0,
E08000025,Birmingham,utla,2021-04-30,41.8,16.5,
E08000025,Birmingham,utla,2021-04-29,41.6,16.1,
E08000025,Birmingham,utla,2021-04-28,41.5,15.7,
E08000025,Birmingham,utla,2021-04-27,41.3,15.3,
E08000025,Birmingham,utla,2021-04-26,41.3,15.0,
E08000025,Birmingham,utla,2021-04-25,41.1,14.7,
E08000025,Birmingham,utla,2021-04-24,41.1,14.5,
E08000025,Birmingham,utla,2021-04-23,40.9,14.0,
E08000025,Birmingham,utla,2021-04-22,40.7,13.5,
E08000025,Birmingham,utla,2021-04-21,40.6,13.2,
E08000025,Birmingham,utla,2021-04-20,40.5,12.9,
E08000025,Birmingham,utla,2021-04-19,40.5,12.7,
E08000025,Birmingham,utla,2021-04-18,40.4,12.5,
